"","acantholimon_aspadanum","acantholimon_scorpius","acanthophyllum_crassifolium","acantolimun_hohenacheri","achillea_filipendula","achillea_millefolium","agropyron_cristatum","agropyron_long","agropyron_repens","agropyrum_elongatum","agropyrun_intermedium","agropyrun_trichophorun","ajuga_reptans","alchemilla_surculosa","alchemillia_rigida","allium_aucheri","allium_colchicifolium","allium_vavilovii","alyssum_bracteatum","alyssum_hirsutum","alyssum_minus","anagallis_arvensis","androsace_maxima","anthemis_candidissima","anthemis_tinctoria","apium_graveolens","arenaria_insignis","artemisia_aucheri","artemisia_sieberi","asperula_arvensis","asperula_brachyantha","asperula_odorata","astragalus_aegobromus","astragalus_brachyodontus","astragalus_effuses","astragalus_glucacanthus","astragalus_grammocalyx","astragalus_microcephalus","astragalus_pinetorum","astragalus_pulchellus","astragalus_verus","bromus_briziformis","bromus_danthoniae","bromus_tectorum","bromus_tomentellus","bromus_tomentosus","bunium_kuhitangi","calamagrostis_pseudophragmites","capsella_bursa","carex_divulsa","carex_stenophylla","centaurea_aucheri","centaurea_elbursensis","centaurea_iljinii","centaurea_ovina","ceratocarpus_arenarius","chenopodium_botrys","cirisium_arvense","cirsium_bornmulleri","cirsium_bracteosum","cirsium_canum","convolvulus_commutatus","convolvulus_pseudocantabrica","cousinia_eryngioides","cousinia_gmelini","cousinia_habilitzlii","cousinia_iranica","cousinia_pinarocephala","cousinia_tenella","draba_aucheri","draba_siliquosa","echinops_chorassanicus","echium_italicum","ephedra_intermedia","ephorbia_bungei","erodium_cicutarium","erodium_gruinum","eryngium_bilardieri","eryngium_caucasicum","eryngium_pyramidale","euphorbia_humilis","eurotia_ceratoides","falcaria_falcarioides","falcaria_vulgaris","ferula_ovina","ferula_schtschurowskiana","festuca_arundinaceae","festuca_ovina","festuca_rubra","festuca_valesiaca","fibigia_suffruticosa","fragaria_vesca","geranim_dissectum","geranim_tuberosum","geranium_collinum","geranium_robertianum","glaucium_corniculatum","helianthemum_nummularium","heracleum_gorganicum","heracleum_persicum","heteranthelium_piliferum","hippocrepis_comosa","hordeum_bulbosom","hypericum_perforatum","hypericum_scabrum","ixiolirion_tataricum","koeleria_macrantha","koelpinia_tenuissima","lactuca_serriola","lamium_album","lepidium_aucheri","lepidium_ruderale","lithospermum_arvense","malva_neglecta","malva_parviflora","malva_rotundifolia","medicago_lupulina","medicago_minima","medicago_polymorpha","medicago_rigidula","mentha_spicata","myosotis_lithospermifolia","myosotis_palustris","myosotis_stricta","nepeta_betonicifolia","notoceras_bicorne","onobrychis_cornuta","onobrychis_michauxii","onobrychis_radiata","onopordon_heteracanthum","orobanche_purpurea","papaver_bracteatum","peganum_harmala","phalaris_arundinaceae","phleum_alpinum","phloem_montanum","phlomis_anisodonta","phlomis_cancellata","phlomis_olivieri","phlomis_oucheri","pimpinella_aurea","pimpinella_saxifraga","pimpinella_tragioides","pimpinella_tragium","plantago_atrata","plantago_lanceolata","plantago_ovata","poa_annua","poa_bulbosa","poa_pratensis","potentilia_recta","potentilla_gaubeana","potentilla_gilanica","potentilla_meyeri","potentilla_polyschista","potentilla_reptans","primula_algida","prunus_spinosa","ranunculus_buhsei","ranunculus_straussii","rheum_turkestanicum","rhinchochoris_elephants","rosa_persica","rumex_elbursnis","salvia_hypoleuca","sanguisorba_minor","scariola_arientalis","sedum_annuum","sedum_caespitosum","sedum_gracile","senecio_paucilobus","silene_aucheriana","silene_longipetala","silene_vulgaris","sisymbrium_altissimum","sisymbrium_officinale","sophora_alopecuroides","stachys_byzanthina","stachys_inflata","stachys_lavandulifolia","stachys_persica","stellaria_graminea","stellaria_media","stipa_barbata","stipa_lessingiana","taraxacum_montanum","taraxacum_serotinum","teucrium_macrum","teucrium_polium","thymus_fallax","thymus_kotschyanus","torilis_arvensis","traxacum_baltistannicum","trifolium_pratense","trifolium_repense","turgenia_latifolia","urtica_dioica","verbascum_cheiranthifolium","verbascum_haesarense","verbascum_phlomoides","verbascum_pulverulentum","verbascumflavidum_boiss","veronica_bozakmanii","veronica_intercedens","veronica_varna","vicia_ervilla","vicia_persica","vinca_herbacea","viola_oderata","ziziphora_clinopodioides","boissiera_squarrosa","cardaria_draba","dactylis_glomerata","galium_verum","lolium_perenne","tragopogon_montanus"
"128",0,0,0,0,0,143.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.11,4.266,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.041,0,4.623,0,0,0,0,0,0,0,0,0,0,325.7,0,0,0,0,0,0,0,50.63,0,0,0,0,0,0,0,372.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,18.17,0,0,0,0,0,0,0.15,0,29.34,6.82,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,2.754,0,0,0,0,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,0,0,0,0,0,4.627,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,10.09,0,0,0,0,0,0,0,0,3.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145
"130",0,0,0,0,0,8.95,0,0,0,0,0,0,0.303,0,58.68,5.456,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,14.17,0,0,0,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0.623,0,0,0,0,4.067,0,0,0,0,0,0,0,0,0,0,0,3.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,37.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",0,0,0,0,0,3.58,0,0,0,0,0,0,0.149,0,8.802,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.99,13.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07,0,0,4.533,0,0,0,0,1.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.58,0,0,0,0,0,0,0,0,39.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72
"132",0,0,0,0,0,10.74,0,0,0,0,0,0,0,0,52.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779,0,0,0,0,5.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,3.213,0,0,0,0,0,0,0,0,2.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.41,0,0,0,1.027,0,0,0,11.26,0,0,0,0,0,0,0,0,0,0,0,4.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0
"133",0,0,0,0,0,5.012,0,0,0,0,0,0,0.171,0,30.29,0,0,0,0,0.21102,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,3.265,0,0,0,0,0,0,0,0,2.322,0,0,28.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.367,0,0,0,38.73,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0,0
"134",0,0,0,0,0,28.24,0,0,0,0,0,0,0,0,20.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0,0,0,0,0,0,0,0,16.88,0,0,0,0,0,0,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.572,0,0,0,0,0,0,0,0,0,0,0,0,0,7.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.053,0
"135",0,0,0,0,0,25.16,0,0,0,0,7.475,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.973,0.562,0,0,0,0,0,0,0,0,5.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.553,0,0,0,0,0,4.827,0,0,1.7,0,0,0,0,2.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505,0,0,0,0,0,9.83,0,0,0,0,0,0,0,0,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,0
"136",0,0,0,0,0,4.761,0,0,0,0,0,0,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.651,3.184,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.85,0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.637,0,0,5.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.915,0,0,0,0,0,0,0,0,225.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0,0,0,0,0,28.64,0,0,0,0,0,0,0,0,35.21,1.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,54.07,0,0,0,0,0,0,0,0,3.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7067,1.5322
"138",0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,23.79,4.073,0,0,0,0,0,0,0,0,2.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,17.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,41.64,0,0,0,0,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167,0,0,39.32,0,0,0,0,0,0,0,0,22.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0,3.514
"139",0,0,0,0,0,32.58,0,0,0,0,0,0,0.3,0,26.41,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0.2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74,0,0,1.7,0.807,0,0,0,4.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3,0,0,0,0,0,0,0,10.76,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.533,4.761,0,62.89
"140",0,0,0,0,0,9.097,0,0,0,0,0,0,0,0,41.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0,0,0.113,1.467,0,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0,2.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.662,0
"141",0,0,0,0,0,36.6,0,0,0,0,0,0,0.319,0,103,0,0,0,0,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,1.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.865,7.9,0,0,0,0,0,0,0,0,2.8023,0,0,28.05,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.568,0,0,0.629,0.374,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,1.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,3.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.328,3.415
"142",0,0,0,0,0,46.54,0,0,0,0,0,0,0,0,27.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.527,0,0,0,0.117,2.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,8.44,0,0,0,0,0,0,0,4.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,9.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.505,0,0,0,0,0,0,0,0,186.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6042,0
"143",0,0,0,0,0,42.96,0,0,0,0,0,0,0,0,6.455,2.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782,0,0,0,0,0,0,0,0,0,2.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88,0,0,0.646,0,0,0,0,11.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0,0
"144",0,0,0,0,0,15.07,0,0,0,0,0,0,0,0,8.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,5.359,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.371,9.48,0,0,0,0,0,0,0,0,1.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,0,0,15.3,0,0,0,0,9.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,0
"145",0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,23.47,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.883,0,0,0,0,0,23.23,0,0,0,0,0,0,0,3.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,19.08,0,0,0,0,0,0,0,0,3.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,0,0,0,14.32,0,0,0,0,0,0,0.163,0,11.14,1.637,0,0,0,0.214,0,0,0,0,2.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.09,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0,0,0,23.83,0,0,6.233,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.46,0,0,0,0,0,0,0,0,37.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0,3.105
"147",0,0,0,0,0,46.54,0,0,0,0,0,0,0.344,0,14.96,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739,0,0,0,0,0,0,0,0,0,0,0,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.171,0,0,0.68,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283,0,0,98.8,0,0,0,0,0,0,0,0,61.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.267,0.661,0,31.09
"148",0,0,0,0,0,4.654,0,0,0,0,0,0,0.143,0,58.97,0,0,0,0,0.211,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.863,7.9,0,0,0,0,0,0,0,0,2.843,0,0,0,0,0,0,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545,0,0,0.283,1.54,0,0,0,0.407,0,0,0,0,0,0,0,0,0,0,0,1.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507,0,0,0,0,0,0,0,0,22.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.777,0
"149",0,0,0,0,0,3.974,0,0,0,0,0,0,0.333,0,44.01,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0.103,2.0327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,4.793,0,0,0,0,0,0,0,0,5.627,0,0,0,0,0,0,0,1.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0.635,0,0,0,0,0.988,0,0,0,0,0,0,0,0,0,0,0,2.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,17.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,0,3.05
"150",0,0,0,0,0,32.22,0,0,0,0,0,0,0,0,44.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,0,0,1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633,0,0,0,0,0,0,0,0,2.789,0,0,0,0,0,0,0,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,2.267,0,0,0,0,2.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.554,0,0,0,0,0,0,0,0,171.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0
"151",0,0,0,0,0,37.05,0,0,0,0,6.541,0,0,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.85,2.107,0,0,0,0,0,0,0,0,2.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.27,0,0,1.133,0,0,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,0
"152",0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124,2.633,0,0,0,0,0,0,0,0,2.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.03,0,0,11.33,0,0,0,0,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
